id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
129,Chinkoon,Star,Red,None,Purple,#903ef9,#903ef9,X{},None,13.37%,This pill will make the user amazing at table tennis.,Inability to listen to anyone who refers to themselves a thought leader.,,,,,,,,,,,,
130,Papricups,Oval,Orange,None,Pink,#ff00ff,#ff00ff,X\,None,9.91%,This pill strengthens resolve to stay disciplined in crypto investments.,Tendency to shout at revolving doors.,,,,,,,,,,,,
131,Punhat,Pentagon,Green + Purple,Gold Burst,Yellow,#ffde00,#ffde00,X),None,11.28%,"This pill will make the user see a bright, colourful aura around their coworkers whenever they hear the word ""avant-garde"".",Inability to resist incorporating abstract art into work presentations.,,,,,,,,,,,,
132,Ackeebax,Capsule,Purple,None,Green,#ffde00,#ffedd7,X(,None,36.51%,This pill will make the user remarkably persuasive in any conversation.,Habit of incorporating random animal facts into every argument.,,,,,,,,,,,,
133,Huppies,Round,Green + Blue,None,Green,#ffde00,#ffde00,X(,None,5.33%,This pill will give the user the ability to offer solace to birds with unmelodious songs.,Involuntary whistling at inappropriate moments.,,,,,,,,,,,,
134,Slyming,Triangle,Blue,None,Purple,#903ef9,#fc8300,XO,None,3.98%,This pill will leave the user shocked by people who can ride bikes without falling off.,Insistence on walking everywhere.,,,,,,,,,,,,
135,Greedyilive,Capsule,Green,None,Pink,#ff00ff,#ff00ff,XO,None,36.51%,This pill gives the user the ability to alarm smokers with their skydiving.,Chaotically morphing into a cheetah.,,,,,,,,,,,,
136,Imprint,Capsule,Blue,None,Pink,#54e507,#903ef9,X{},None,36.51%,This pill will make the user able to translate any language instantly.,Complete inability to find one's forearms.,,,,,,,,,,,,
137,Yilin,Star,Green + Blue,None,Yellow,#903ef9,#903ef9,X(,None,13.37%,This pill will make the user have a heart-warming hallucinatory experience when visiting the post office.,"Compulsion to mail letters and postcards, regardless of content.",,,,,,,,,,,,
138,Akebia,Star,Yellow,Black Burst,Yellow,#903ef9,#ff00ff,X),None,13.37%,This pill will make the user's ears buzz upon identifying a great opportunity for love.,"Over-enthusiastic matchmaking attempts, often unsolicited.",,,,,,,,,,,,
139,Battleax17,Star,Pink,None,Yellow,#ffde00,#ff00ff,X),None,13.37%,"This pill will make you recite haikus when answering questions, adding poetry to daily life","Loss of bladder control upon hearing the word ""characterise"".",,,,,,,,,,,,
140,Spashed,Pentagon,Red + Blue,None,Yellow,#54e507,#fc8300,X),None,11.28%,This pill will make the user have a pleasant hallucinatory experience when visiting the last resting place of Christopher Columbus.,Inability to stop quoting Margaret Thatcher.,,,,,,,,,,,,
141,Badluxitol,Star,Yellow + Blue,None,Peach,#54e507,#ffde00,X(,None,13.37%,This pill will make the user feel amusement during instances of personal misfortune.,Claiming to be an expert in education.,,,,,,,,,,,,
142,Enigma,Star,Green + Blue,None,Pink,#54e507,#ffde00,XO,None,13.37%,This pill gives the user the power to unbalance wall daubers with their orange skin.,Abnormal interest in areas.,,,,,,,,,,,,
143,Licke,Pentagon,Orange,None,Peach,#ffde00,#903ef9,X),None,11.28%,This pill will make the user's chest fizz pleasantly on hearing good news.,Developing a talent for playing the kazoo that nobody appreciates.,,,,,,,,,,,,
144,Bumble,Star,Green,None,Purple,#fc8300,#903ef9,XI,None,13.37%,This pill allows the user to control and manipulate water buffalo.,"Claiming to have coined the phrase: “Yippie-ki-yay, motherf'r”",,,,,,,,,,,,
145,Xeniax,Pentagon,Rainbow 1,None,Yellow,#54e507,#54e507,X],None,11.28%,"This pill will make the user feel the pain of the characters in any story they read, allowing them to empathize with the story like never before.",Constantly talking in different accents.,,,,,,,,,,,,
146,Giambeux,Star,Red + Yellow,None,Pink,#0bc4ff,#54e507,X],None,13.37%,This pill will make the user feel distant in the workplace.,Dramatically poor dress sense.,,,,,,,,,,,,
147,Hunchtonite,Capsule,Blue,None,Blue,#903ef9,#903ef9,X],None,36.51%,This pill will give the user the strength to be sarcastic when nobody expects them to be.,"Attempting to end an argument by saying: ""It is unlawful to refuse a person a glass of water.""",,,,,,,,,,,,
148,Embargo,Oval,Green + Blue,None,Pink,#ffde00,#ff00ff,X),None,9.91%,This pill will make the user have the experience of celebrating the completion of daring expeditions with Marco Polo.,Pathological hatred of biscuits.,,,,,,,,,,,,
149,Glandy,Capsule,Green + Blue,None,Purple,#ffedd7,#fc8300,XO,None,36.51%,This pill will give the user the ability to predict unforeseeable outcomes at low-tier sporting events.,Attraction to polka music during thunderstorms.,,,,,,,,,,,,
150,Hereby,Pentagon,Peach,None,Purple,#fc8300,#54e507,X],None,11.28%,This pill will give the user the ability to be bossy when the situation demands it.,Quickly morphing into a death’s head cockroach.,,,,,,,,,,,,
151,Nutol,Star,Red,None,Yellow,#ff00ff,#ffde00,X\,None,13.37%,This pill will give the user persistence when up against a compelling and rational argument for not doing what they want.,Intense fear of flags.,,,,,,,,,,,,
152,Berhymeon,Star,Blue,Multi Burst,Orange,#ffde00,#54e507,X(,None,13.37%,This pill will grant the user the strength to show tolerance towards people who won't stop banging on about the diet they're currently on.,Sudden fascination with creating an indoor forest of potted plants.,,,,,,,,,,,,
153,Delusionol,Hexagon,Orange + Pink,None,Pink,#903ef9,#ffedd7,XI,None,1.48%,This pill will make the user think they're Jeff Goldblum.,Attracting flies.,,,,,,,,,,,,
154,Scaggis,Oval,Yellow,None,Yellow,#ffde00,#54e507,XI,None,9.91%,This pill will make the user act in a poker-faced fashion when being interrogated about missing chocolates they’ve eaten.,Morbidly distracting fascination with cancelled college professors for several days following use.,,,,,,,,,,,,
155,Fluxia,Capsule,Blue,Multi Burst,Yellow,#ff00ff,#ffde00,X(,None,36.51%,This pill will give the user the power to forgive anyone who has wronged them.,Belief that they bring about world harmony by knitting multicoloured socks for everyone.,,,,,,,,,,,,
156,Flimsyful,Capsule,Red + Yellow,None,Pink,#ffde00,#54e507,X],None,36.51%,This pill lets the user step into the shoes of the librarian who almost misfiled the Magna Carta.,Giving off a stench of rotten kapi.,,,,,,,,,,,,
157,Agricolenate,Star,Yellow + Purple,None,Green,#ffedd7,#54e507,XI,None,13.37%,This pill will make people think the user invented farming.,Temporary transmogrification into an australopithecus.,,,,,,,,,,,,
158,Necronomia,Diamond,Peach,None,Purple,#ffde00,#54e507,X),None,7.24%,This pill will make the user's smile contagious,Constant smiling may cause occasional facial muscle aches.,,,,,,,,,,,,
159,Smirbles,Capsule,Orange,None,Pink,#ff00ff,#ff00ff,XO,None,36.51%,This pill gives the user the ability to affect prisoners with their birdwatching stories.,Intense fear of feathers.,,,,,,,,,,,,
160,Sloastr,Rectangle,Orange,None,Green,#ffde00,#54e507,X(,None,2.95%,This pill grants the user the ability to have equal compassion for corporate lawyers despite them being generally hated.,Infrequently morphing into a firefly.,,,,,,,,,,,,
161,Snudgen,Oval,Red + Blue,None,Green,#ffde00,#54e507,XP,None,9.91%,This pill gives the user the ability to use humour to challenge the status quo and inspire change.,"Intermittently writing the band Status Quo confused, strongly worded emails.",,,,,,,,,,,,
162,Divinium,Oval,Pink,None,Pink,#ff00ff,#0bc4ff,X],None,9.91%,This pill gives the user the ability to burst bicycles with their singing.,Warning: this drug does not guarantee that the directions you receive will be correct,,,,,,,,,,,,
163,Anny,Oval,Blue,None,Peach,#ffde00,#903ef9,X{},None,9.91%,This pill will give the user the wisdom of a mule.,A fascination with causing chaos and turbulence at social functions.,,,,,,,,,,,,
164,Vulpivirox,Capsule,Red,None,Purple,#ff00ff,#ffde00,X{},None,36.51%,This pill will give the user the ability to diminish their own size to fit in a teacup.,A compulsion to play the audiobook of The Confessions of St Augustine by St Augustine of Hippo at full volume in the car with the windows down while driving to the shops.,,,,,,,,,,,,
165,Chumptonite,Pentagon,Red,None,Purple,#54e507,#ff00ff,XO,None,11.28%,This pill gives the user the power to puzzle publicans with their cosplaying.,Trying to drum up local support for The Cotswold Olimpicks.,,,,,,,,,,,,
166,Ec,Star,Green + Blue,None,Green,#54e507,#ffde00,X(,None,13.37%,This pill will give the user the power to understand the complex emotions of a houseplant.,"Total embarrassment on hearing the phrase ""job well done"".",,,,,,,,,,,,
167,Ujura,Diamond,Peach,None,Peach,#ff00ff,#54e507,XU,None,7.24%,This pill gives the user the ability to grow house plants outdoors.,Increased attraction of insects.,,,,,,,,,,,,
168,Chuckalbrotha,Pentagon X,Yellow X,Turquoise Burst X,Yellow X,##06ffbe,##ffde00,XD X,Yes,1.28%,This pill will give the user the strength to laugh in the face of death and other less terminal scenarios.,Difficulty identifying cruciferous vegetables in the supermarket.,,,,,,,,,,,,
169,Grelmox,Star,Green,None,Pink,#ffde00,#ff00ff,XQ,None,13.37%,"This pill gives the user the power to create wormholes, but only in their own wardrobe, leading to alternate dimensions where everyone is a mime artist.",Inability to speak without miming along with their words.,,,,,,,,,,,,
170,Solaar,Round,Red + Blue,None,Pink,#ffde00,#ff00ff,XO,None,5.33%,This pill gives the user the power to bewilder Tesla owners with their dog training.,Immediate loss of bowel control on hearing the word 'quarterback'.,,,,,,,,,,,,
171,Paenitentan,Star,Blue,None,Yellow,#ff00ff,#ff00ff,X],None,13.37%,This pill induces a rebellious attitude towards authority.,Incorrect use of the word 'gastronomy'.,,,,,,,,,,,,
172,Zocket,Capsule,Orange + Pink,None,Pink,#0bc4ff,#ffedd7,X),None,36.51%,This pill will make the user have a pleasant hallucinatory experience when visiting the last resting place of Julius Caesar.,Intermittent morphing into a cephalaspis.,,,,,,,,,,,,
173,Bigamy,Pentagon,Blue,None,Green,#54e507,#ffde00,X),None,11.28%,This pill fills users with happiness when taking photos of tarmac.,"Uncontrollable excitement upon hearing the word ""surprise"".",,,,,,,,,,,,
174,Brillorix,Capsule,Orange,None,Purple,#54e507,#54e507,XV,None,36.51%,This pill allows the user to communicate with angels and other celestial beings.,Develops a fascination with the symbolism of ancient civilizations.,,,,,,,,,,,,
175,Lobstrosna,Star,Pink,None,Pink,#ff00ff,#903ef9,X),None,13.37%,This pill will make the user have the experience of ensuring the success of the Boston Tea Party.,Nervous cough in reaction to guitarists.,,,,,,,,,,,,
176,Baricon,Round,Green,None,Peach,#0bc4ff,#ff00ff,X],None,5.33%,This pill will make the user have a terrifying but exhilarating hallucinatory experience when visiting the birthplace of Tom Hanks.,Feeling an irresistible urge to reenact scenes from Tom Hanks movies.,,,,,,,,,,,,
177,Strawbezzle,Pentagon,Rainbow 2,None,Pink,#ffde00,#ff00ff,XI,None,11.28%,This pill will make the user act in a thoughtful fashion with people who are down on their luck.,Insatiable interest in ostrich farmers for several days following use.,,,,,,,,,,,,
178,Cherubim,Rectangle,Peach,None,Purple,#ff00ff,#ffde00,X{},None,2.95%,This pill will make the user be able to belch for up to 80 seconds at a time.,Moving to Helsinki.,,,,,,,,,,,,
179,Cryptalina,Capsule,Yellow,None,Purple,#ff00ff,#ffde00,X{},None,36.51%,This pill will give the user the ability to mutate their DNA to have glowing skin like a jellyfish.,Irrational fear of stress toys.,,,,,,,,,,,,
180,Cylonic,Diamond,Purple,None,Pink,#0bc4ff,#ff00ff,XO,None,7.24%,This pill gives the user the ability to baffle aldermen with their poetry.,"Intermitently screaming out the window: ""Every man in Brainerd, Minnesota is required by law to grow a beard.""",,,,,,,,,,,,
181,Capecod,Round,Red + Yellow,None,Purple,#ff00ff,#ffedd7,X],None,5.33%,This pill will make the user able to write graffiti on a public wall while mortally drunk without becoming a social outcast.,Insatiable interest in mechanical engineers for several days following use.,,,,,,,,,,,,
182,Swunchy,Pentagon,Purple,None,Pink,#903ef9,#ffde00,X\,None,11.28%,This pill stops you from checking social media every 5 minutes.,Fear of miniature Air Max 1's.,,,,,,,,,,,,
183,Fluxiatonimorph,Capsule,Pink,None,Green,#54e507,#ff00ff,XO,None,36.51%,This pill gives the user the ability to electrify writers with their juggling.,"Chewing on one's own tongue upon hearing the phrase ""wokerati"".",,,,,,,,,,,,
184,Ribbytnolol,Triangle,Green + Blue,None,Orange,#fc8300,#ff00ff,X{},None,3.98%,This pill will make the user be able to blow up their cheeks like an Indian bullfrog.,"Telling anyone that make eye contact with you: ""No one may catch a fish with his bare hands.""",,,,,,,,,,,,
185,Lowestoft,Capsule X,Light Blue X,Blue Burst X,Light Blue X,##1206ff,##0bc4ff,XJ X,Yes,1.19%,This pill will give the user the ability to sell the shirts off other people's backs and pocket the money.,Inability to give compliments.,,,,,,,,,,,,
186,Grunchy,Pentagon,Yellow + Blue,None,Yellow,#54e507,#54e507,X),None,11.28%,This pill springs users into a magical swamp adventure.,Regularly likening one's romantic partner to a plum tomato.,,,,,,,,,,,,
187,Queachy,Diamond,Orange + Pink,None,Peach,#903ef9,#903ef9,X(,None,7.24%,This pill will give the user the ability to improve the morale of football fans supporting a truly hopeless team.,Inexplicable need to create a choir that only sings in nonsensical languages.,,,,,,,,,,,,
188,Crovely,Star,Yellow,None,Yellow,#54e507,#ff00ff,X),None,13.37%,This pill will make the user have the experience of lighting the candles at the premiere of Mozart's The Magic Flute.,Inclination to conduct firefly orchestras.Overuse of the word 'whimsically'.,,,,,,,,,,,,
189,Exogamy,Capsule,Red,None,Green,#0bc4ff,#903ef9,X{},None,36.51%,This pill will give the user the features of a sheep.,Disgustingly merry body language.,,,,,,,,,,,,
190,Cautilious,Pentagon,Purple,None,Purple,#903ef9,#54e507,X{},None,11.28%,This pill will make the user amazing at ice hockey.,Claiming to be an expert in chemistry.,,,,,,,,,,,,
191,Tuzclor,Pentagon,Red,None,Green,#903ef9,#ff00ff,XV,None,11.28%,This pill allows the user to see and communicate with spirits.,Uncontrollable cravings for Italian cuisine.,,,,,,,,,,,,
192,Vizzol,Rectangle,Yellow + Blue,None,Orange,#ffde00,#ff00ff,X{.,None,2.95%,This pill will make the user audacious on the badminton court.,Increased competitiveness and occasional gloating.,,,,,,,,,,,,
193,Poinsiduited,Oval,Red + Yellow,Multi Burst,Green,#54e507,#54e507,X],None,9.91%,"This pill will give the user a large belly, ruddy cheeks and allow them to fly up chimneys after burgling houses.",Deep uncontrollable laughter in presence of children.,,,,,,,,,,,,
194,Aguirre,Capsule,Red + Blue,None,Green,#ffde00,#ffde00,XO,None,36.51%,This pill gives the user the ability to perplex radiologists with their terrible magic.,Complete inability to find one's fingernails.,,,,,,,,,,,,
