,id,name,hex1,hex2,effect,sideEffect.
,199,Gitovayersen,#0bc4ff,#903ef9,"This pill will give the user the ability to make the trousers and pants fall down of anyone who has just referred to themself as a though leader by making a ""Pffft.."" sound.",Uncontrollable giggling.
,200,Westfailure,#ff00ff,#0bc4ff,This pill will make the user feel humiliated by children who can tie their own shoe laces.,80% of users report wetting themselves when witnessing actual shoe-tying by under fives.
,201,Kizerain,#fc8300,#54e507,This pill will make the user be able to control other people's dogs with a kazoo.,Distressed body language.
,202,Jublinex,#54e507,#ff00ff,This pill will make the user act in an incredibly reserved fashion when walking through the underwear section of a department store.,Gradual morphing into a moon jellyfish with dreams of becoming a DJ.
,203,Bugluythil,#ff00ff,#54e507,This pill gives the user the power to dumbfound police with their extreme hula hooping.,"May lead to severe migraines, headaches, and 'brain melt'."
,204,Flairtonite,#ffde00,#ff00ff,This pill will give the user the ability to make others act in an unimpassioned fashion during an acceptance speech for a big award.,Intermittent transformation into a dapple Dachshund.
,205,Blingtonite,#ffde00,#ffde00,This pill will make the user able to resolve any conflict with a single conversation.,A proclivity for the dramatic entrance at family gatherings.
,206,Theodosius,#ffedd7,#ffde00,This pill will make the user feel thrilled when encountering a gnome collector.,"Constantly shouting: ""I'll be back."""
,207,Bananananax,#ff00ff,#ff00ff,"This pill turns the user's words of encouragement into a playlist of their most cherished, yet delightfully quirky, tunes.",Hallucinatory conversation with a sarcastic robot called Nomnom.
,208,Taclininterish,#54e507,#ff00ff,This pill enables a cheerful wave from the user to invoke images of disco-dancing penguins in others.,Accidentally travelling to Sunderland.
,209,Chaldix,#ffde00,#54e507,This pill will make the user be able to travel backward or forward in the time-space continuum.,Frequent bouts of motion sickness while time traveling.
,210,Queachycin,#54e507,#54e507,This pill will give the user the power to bewilder and annoy people in the audience at magic shows by pre-empting every trick and saying how it's done.,Constant nods to Bono.
,211,Mariposa,#54e507,#ff00ff,This pill will make the user an expert in understanding the emotions of mobile phones.,A newfound love for snow blower races.
,212,Chirpitinax,#903ef9,#fc8300,This pill will give the user the power to never lose bets with neurologists.,Deviant curiosity in Holo
,213,Weavercoffin,#ff00ff,#ffde00,This pill will make the user's voice sound like a recording that repeats the same phrases over and over,Uncontrollable urge to wear a wig made of bubble wrap.
,214,Vacso,#903ef9,#ffde00,"This pill will cause users to spontaneously break into a comical opera performance whenever they're asked a mundane question, making everyday conversations an amusing spectacle.",Intense fear of crash test dummies.
,215,Epiphinol,#903ef9,#ffde00,The pill grants the user the ability to manipulate colours with their mind.,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""wild""."
,216,Ositionoop,#ff00ff,#54e507,This pill lets the user transform into the inept sailor who almost prevented the Spanish Armada's defeat.,"Violent reaction to use of the phrase ""thought leader""."
,217,Kellysef,#0bc4ff,#ff00ff,This pill will make the user feel ecstatic when receiving praise.,Inability to skip after 4pm (until 9am).
,218,Astralite,#54e507,#ff00ff,This pill gives the user the power to unsettle walkers with their constant beer-downing.,"Inability to pronounce the word ""smile""."
,219,Uniatisserex,#ffde00,#ff00ff,This pill will allow users to replace passive-aggressive comments with genuine expressions of understanding and empathy.,Giving off a faint odour of peafowl.
,220,Bondeded,#903ef9,#fc8300,This pill will make the user have an intense hallucinatory experience when visiting the birthplace of Angelina Jolie.,Feeling a sudden urge to adopt children from around the world.
,221,Erbium,#ff00ff,#54e507,This pill encourages restraint during sales.,Accidentally travelling to Hull.
,222,Viouss,#ffde00,#903ef9,This pill will make the user an expert in astropharmacoscopy.,Insatiable interest in changing rooms for several days following use.
,223,Betoffex,#ffde00,#fc8300,This pill allows the user to move objects with their mind.,"Objects moved emit a high-pitched, annoying sound."
,224,Undeadjames,#54e507,#903ef9,This pill will make the user amazing at fishing.,Inability to stop quoting John Ford.
,225,Stumplix,#54e507,#903ef9,This pill will make the user courageous when being approached by a family of grizzly bears.,Overwhelming desire to pet wild animals.
,226,Goby,#54e507,#fc8300,This pill will give users the ability to double the bank balance of struggling hairdressers by getting a perm from them.,"Compulsive laughing upon hearing the word ""horrible""."
,227,Skoller,#903ef9,#ffde00,This pill will confound the user into telling their boss which elements of their job they think are utterly pointless.,Strained work relationships.
,228,Period,#ff00ff,#ffde00,This pill will make the user able to shift their personality from introvert to extrovert.,Perpetual exhaustion.
,229,Dud,#54e507,#ff00ff,"This pill will make the user able to modify their appearance at will, even into a giant monster.",Intermittent transformation into a markhor.
,230,Bibonite,#ffedd7,#54e507,This pill will make people think the user invented multivitamins.,Enchanting hallucinatory experiences with an ocean whitefish.
,231,Siniseizya,#ffedd7,#1206ff,This pill will give the user the ability to hear a soft ringing sound when it's time to exit a trade.,Developing comically large ears.
,232,Airier,#ffedd7,#54e507,This pill will make the user feel like a pigeon,Compulsion to peck at crumbs on the ground and occasional attempts at flight.
,233,Snorfite,#fc8300,#0bc4ff,"This pill will make the user heroic when mountain climbing, as long as someone is their to document it.",Excessive bragging on social media.
,234,Kaynein,#903ef9,#54e507,This pill will make the user be able to mimic the bark of any dog after hearing it once.,Frequent use can lead to an irresistible urge to be naked and sniff strangers' bottoms in public.
,235,Spough,#ff00ff,#ff00ff,This pill will make the user able to transpose their life with a parallel universe version of themselves.,Constructing a 1:100 scale model of Warrington.
,236,Norted,#54e507,#903ef9,"This pill will give the user the ability to speak any language, but only backwards.",A feeling of great apprehension towards lawyers affecting a large proportion of users.
,237,Snarlie,#ffedd7,#ff00ff,This pill will give the user determination when dealing with an old dog they're trying to teach new tricks to.,Constant references made to David Fincher.
,238,Interjectol,#ffde00,#ffde00,This pill gives the user the ability to freeze lawnmowers with their mind.,Side effects may include frustrated conversational partners and social isolation if taken during a party.
,239,Fraddling,#54e507,#ff00ff,This pill enables the user to comfort people who walk into a glass door thinking it's open.,Overuse of the word 'fern'.
,240,Ohmage,#ff00ff,#903ef9,This pill grants the user the ability to have equal compassion for speed camera operators despite them being generally hated.,Intense fear of dessert choosing.
,241,Pancashire,#903ef9,#ffde00,This pill will make the user intensely happy upon seeing a whistle.,Cravings for squeezy nacho cheese poured from a stiletto..
,242,Ginging,#fc8300,#ffedd7,This pill will give the user the ability to calm groups of anxious people by whistling the theme tune to Wind in the Willows.,Intense need to create a musical instrument out of unconventional materials.
,243,Swippex,#ff00ff,#ffde00,Creates a sense of whimsy and merriment,May cause you to skip everywhere if taken on a crowded city street.
,244,Riffin,#54e507,#ff00ff,This pill will give the user the ability to make others noticeably unsmiling while on rollercoasters.,Unconventional addiction to cucumbers.
,245,Plasmatica,#ff00ff,#ff00ff,This pill will make the user a prodigy at discovering hidden puns in everyday conversation.,Socially detrimental obsession with grey skies.
,246,Dreamajor,#fc8300,#1206ff,This pill will give the user the ability to visit troubled people in their dreams and be a shining beacon of stern but sound advice.,Moustache dandruff and itchy teeth.
,247,Zalbin,#ffde00,#ffde00,This pill will make the user have a heart-warming hallucinatory experience when visiting the birthplace of Bill Gates.,"Compulsion to buy and use Microsoft products, even when alternatives are available."
,248,Xylforn,#54e507,#54e507,This pill will give the user the strength of a yak.,A strong urge to take up rural games.
,249,Chazlen,#ffedd7,#ffedd7,This pill will make the user courageous when go-karting in wet conditions.,"Increased need for speed, even off the track."
,250,Querfite,#ffde00,#fc8300,This pill will make the user be able to float up any stairs or steps.,Risk of coronary heart disease due to correlated laziness.
,251,Frocolate,#ff00ff,#fc8300,This pill will give users the power to grant traffic wardens three wishes.,A determination to find a bona fide wizard in Athens.
,252,Elixia,#ff00ff,#ffde00,This pill will give the user the ability to make any food they want appear in their hands.,May cause occasional side effect of temper tantrums when you don't get your way
